9499	2024	0
3577	2383	0
18029	1073	1
5318	2100	1
19934	118	1
32	2328	0
18904	847	0
19511	944	0
5956	1222	1
14512	717	1
2617	3044	0
7578	2193	0
15528	2449	1
4396	2079	0
13329	610	0
918	2885	1
1225	1287	0
16744	1632	0
3846	518	0
14805	2889	0
19199	2610	0
13848	2887	1
1459	3010	1
14510	2381	0
15874	1512	1
6712	2468	1
16008	1049	0
667	125	0
2738	1629	0
9244	1293	1
11253	2393	0
11285	2561	0
2414	2136	1
2094	2672	1
2013	1004	1
4736	1648	1
13875	459	0
9900	153	1
9642	158	0
5114	1848	0
12296	2602	1
13303	615	1
11714	2237	0
3088	3039	0
3460	957	1
3574	1612	0
5907	1329	1
2412	1575	0
1898	1501	1
4268	654	0
4855	508	0
18320	835	0
554	459	1
1941	1575	1
14203	2484	0
17774	2976	1
14466	2572	0
10490	905	0
18308	1569	0
19537	1088	0
16708	65	0
4981	2609	1
14933	2393	1
4070	2246	1
4366	1686	0
14138	1929	1
1422	2690	1
4173	1730	0
18906	2711	1
9186	1450	1
11320	3063	1
13777	53	1
8052	2856	0
12341	2841	0
4690	1792	1
17735	2517	0
614	3079	0
15851	405	1
8378	2869	1
2350	543	0
12317	464	1
259	2307	1
13920	1116	0
5855	3004	1
1001	2516	0
11968	1323	0
6686	2488	1
5855	2412	0
2011	1839	0
12239	1833	1
2920	505	0
11649	799	0
7370	619	0
536	2116	1
10702	917	0
6169	2353	1
8282	1091	1
815	2647	0
2761	2970	1
12318	1219	0
17096	784	1
3903	1100	0
12390	1867	1
8613	226	1
1831	1970	1
18915	1333	0
11548	459	0
4680	586	0
1688	1215	1
19904	3026	1
6284	1371	0
918	166	0
1933	556	0
12085	1393	0
3806	2791	1
13767	1434	0
123	2255	1
19953	2178	1
1894	570	1
2382	2425	1
2972	2545	0
2761	2839	1
2237	1002	0
536	2651	1
15614	2776	0
2691	1019	1
15676	12	0
6550	2351	1
2776	1002	0
10610	1827	1
62	2987	1
14916	2569	0
1496	2304	0
19799	1111	1
11264	257	0
2471	1393	0
10028	2303	0
9484	512	0
742	1004	0
18873	950	0
918	2591	0
7850	1534	0
7741	1530	1
11310	2250	1
15208	3025	1
13401	1117	1
9182	878	0
3500	1823	0
712	2688	1
6840	2640	1
17084	79	1
17988	2161	0
3944	1204	1
18230	416	0
2521	1017	0
18387	2453	0
3064	321	0
19439	137	0
13945	2695	0
4673	2281	1
12648	2414	1
2847	2620	1
9244	2379	0
10449	1802	1
16605	2195	1
16625	774	1
9740	375	0
14245	123	0
15297	2652	1
14312	1580	1
13578	282	1
9562	3069	1
14053	1850	1
11901	2539	0
16136	678	1
2484	183	1
1933	2017	1
15536	253	1
16123	2651	1
9657	2758	1
16407	878	0
13929	1442	1
2414	1626	0
13334	1396	0
13379	1312	0
3401	1037	1
2471	2566	0
5011	1710	0
16917	1530	1
8013	1640	1
482	2805	0
10144	189	1
3846	2702	1
690	2537	0
9960	2643	1
7142	2503	0
2421	419	1
734	777	1
292	1276	1
734	364	1
4995	448	1
13334	2240	1
7669	2155	1
18406	906	0
918	694	0
10960	2561	0
5694	2740	0
11427	2268	1
5961	162	0
121	87	0
19773	376	0
3401	1599	1
2077	2537	1
1954	2066	1
5142	53	1
482	560	1
7776	1623	0
2200	62	1
6599	2620	1
1116	289	1
9872	3021	1
16778	1264	0
10749	1354	1
10286	2008	1
16865	2639	0
10872	2937	1
4173	321	1
19166	2661	1
16590	812	0
536	1091	1
1496	170	1
7016	1211	1
1023	2101	1
5432	987	1
11238	2561	1
1770	1002	0
1850	753	1
8391	1847	1
476	2869	0
8365	3082	0
836	344	1
2114	719	1
6353	689	0
19791	3019	1
20	2651	0
2471	384	1
1950	2500	0
3054	2129	0
17154	1017	0
4673	1802	1
4269	1289	1
4609	2803	1
13186	1759	0
9628	923	0
3110	2294	1
1258	2261	0
14370	1062	1
3903	94	1
11019	2564	1
1040	1877	0
4673	1073	0
13153	94	0
7297	936	0
3394	1420	0
3378	301	1
2697	2055	0
585	2724	1
12126	2322	0
1518	2269	0
865	1111	1
12383	2006	1
14819	1352	1
12843	303	0
3509	1575	1
4952	1215	1
2419	1547	1
12020	1331	1
12464	1530	0
8242	1575	0
11288	1584	1
3676	44	1
17476	413	1
667	1042	1
19509	1396	1
1062	3039	0
5962	3012	0
14203	381	1
9402	2281	1
667	580	1
1348	1289	1
5855	397	1
17338	1207	0
7948	352	1
8242	1695	0
14243	463	1
7702	2958	0
16158	1	1
16997	1562	1
8225	2313	1
8236	2894	0
12228	536	0
3846	1216	1
5577	491	0
16113	1800	0
10135	2825	1
11139	1988	1
7184	2740	1
11719	2016	0
1487	480	0
3570	308	0
15003	2177	0
14339	3016	1
5367	2764	1
17528	1663	0
5855	158	1
15907	1085	1
7225	1004	0
11670	1450	0
5961	576	1
12440	2982	0
1334	2597	1
5523	802	1
15688	12	0
10353	2010	0
3401	2949	0
18858	2689	1
4210	1002	1
5150	207	1
7596	2572	0
15277	712	0
18189	514	1
15913	1743	1
2053	1003	1
408	405	1
4836	2097	0
15867	3065	0
9392	2824	0
16136	559	1
2228	1974	1
12059	493	1
18349	1957	0
1827	3090	0
9784	2017	1
17152	3103	1
19010	678	1
18601	1658	0
12148	2798	1
17703	1654	1
11301	134	0
19924	2488	1
1117	1720	1
690	791	1
2361	241	0
11639	3028	1
15044	2311	1
5593	2876	1
441	1908	1
14985	2049	1
19564	2027	0
12341	587	1
3214	2472	1
18207	8	0
15086	3016	1
10702	1324	1
5855	2015	1
1574	2058	1
2984	1527	1
2880	1773	0
1702	1612	0
4375	1842	1
19883	2560	1
15937	1888	1
4686	2776	1
5988	2537	1
11875	300	0
462	1220	1
51	2047	0
1933	2591	0
16692	2568	1
16917	1128	1
3083	2634	1
16927	1231	1
5977	53	1
5059	2651	0
5040	2833	1
18168	459	0
734	3050	0
18011	2572	0
2557	2210	0
5063	1747	1
8487	2384	1
11139	1861	0
11488	1450	1
9224	2517	1
18665	980	0
4887	1982	0
4952	1769	1
10373	2072	0
5395	1051	0
18105	2960	0
19526	3051	0
2669	100	1
2114	1602	1
2982	1959	1
12648	1525	0
585	832	1
13805	2374	0
3501	2540	0
788	2503	0
17642	1141	1
2338	2102	1
15330	1924	1
5490	2441	1
9988	1748	0
10716	2200	0
12804	1695	0
2707	94	0
19191	2283	0
5879	2096	1
17885	1364	1
10431	220	0
6655	1190	0
19018	586	0
1356	3028	1
10243	608	1
12634	2365	1
15156	957	1
12011	420	0
3805	1575	1
3938	1279	1
2421	1555	1
19094	1219	1
5040	628	1
1688	490	0
17349	2672	0
6297	1687	1
10041	3109	0
2442	2706	1
10190	2631	0
18875	908	0
4386	2333	0
10007	2022	1
1891	2010	0
2628	1002	1
13998	542	1
7640	1391	0
2329	651	0
6324	2010	0
1862	1268	1
3501	2041	1
2940	1725	0
11819	1450	0
9988	986	1
19237	441	0
2885	586	1
17707	2923	0
667	1816	0
388	1175	1
16899	2589	1
19327	492	1
7486	185	0
14985	1886	1
2320	1476	0
3290	2804	0
13731	681	1
1535	2407	0
1862	1569	1
16308	1735	1
6796	2866	1
10409	2195	0
6981	32	0
15255	2340	0
10872	2947	0
12970	2072	0
10464	2803	1
2714	1729	0
17589	245	1
8209	1500	1
3034	2785	0
4239	577	0
17622	663	0
3018	1231	1
2114	91	0
17678	1974	1
16499	1285	0
1468	1111	0
13718	1983	0
10196	1617	1
3220	873	1
666	1104	0
15358	2014	1
9836	288	1
15255	931	0
11993	1155	0
10134	1570	1
975	1084	1
406	2095	0
824	1399	1
16102	2232	1
6902	2692	1
16990	763	0
9074	1227	0
5593	2269	0
3806	3014	0
11559	1247	1
2896	1851	0
2441	339	1
506	1324	1
10872	499	0
6980	24	0
8720	1488	1
7453	2908	1
1245	1186	0
850	1282	0
2228	1480	0
17090	1049	1
2691	1559	1
5013	2856	1
8836	1969	0
8487	2482	0
13229	2770	1
15726	2692	1
7868	154	0
13626	3039	0
18147	693	1
6261	1470	1
1183	1523	1
16854	1823	1
2955	2034	1
6566	1231	0
712	94	0
6075	3063	1
11253	102	1
2403	3063	0
2471	67	1
8881	2331	0
213	2174	1
8973	1812	0
13981	339	0
13546	162	1
2228	1717	1
16709	233	1
416	2058	1
13777	828	1
4673	1110	0
15620	1470	0
10702	661	0
3156	1424	1
11737	2720	1
9767	26	1
15688	2189	0
19791	645	0
10795	1706	1
5849	1803	1
13580	1692	0
11670	344	1
19530	909	0
6674	1537	1
887	1134	1
13186	1759	0
1248	2856	1
14175	1451	1
15692	3079	1
295	3046	1
15809	1	0
4892	2039	1
2471	2793	0
2843	2031	0
10650	1432	1
10504	163	1
19321	2411	1
8436	843	1
19452	1074	0
752	988	0
3903	2677	0
3569	304	0
11951	1533	1
2421	3087	1
18715	2020	0
3590	1870	0
19369	1496	0
14154	1837	0
1851	1474	1
2745	2651	1
8242	178	1
12249	2036	0
5185	318	0
3595	1217	0
15503	2562	0
5513	1530	1
4605	20	1
10102	2139	1
14963	3019	1
14243	2943	1
11856	2148	0
8121	2369	1
2821	1606	1
4736	2419	1
19699	1675	0
10456	3010	1
3401	378	1
2083	589	0
1811	2194	0
7631	2907	1
3986	2238	1
15752	561	0
918	872	0
15185	2175	0
10003	1825	0
9360	344	1
7383	1978	1
476	1817	0
1372	3039	1
4784	776	0
6114	1069	1
2142	229	0
17434	1035	0
4652	2992	0
667	1837	0
17582	990	0
8583	351	1
13580	1855	0
13578	2845	1
13906	380	0
13635	2326	0
2148	3090	0
931	1304	1
19625	1866	1
13180	727	0
6708	459	1
12408	1021	1
14343	2017	1
604	22	0
2838	1530	1
6311	25	1
19193	1699	0
11719	1610	0
4018	1521	1
17638	2651	1
15343	215	0
17390	2007	0
15657	1546	0
12751	933	1
1082	2281	1
4676	2027	0
14821	1726	0
17489	2537	1
5415	2857	0
8661	2722	1
4483	2530	0
11746	2379	0
16997	2627	0
6094	2311	0
7209	2271	0
1908	327	0
14466	1284	0
7625	2982	1
13882	2866	1
3501	2883	1
14728	1148	1
3125	1241	0
12580	546	0
18691	925	0
16584	1715	0
6263	545	0
15079	823	1
1773	2984	0
4673	341	1
13578	498	0
4673	341	0
11785	2892	1
11869	1823	1
16163	2968	0
10040	2945	0
2863	643	0
1089	1521	1
2561	2643	1
17005	685	0
351	2269	1
14189	1049	1
554	416	0
11670	131	1
2148	1501	0
14373	445	0
13617	168	0
2502	2623	0
15035	74	1
6853	2058	0
1372	2170	1
11476	2566	1
1487	1714	1
3532	3049	1
2753	3081	1
1009	1202	0
7385	417	1
4390	1279	0
11304	2064	1
12246	1430	0
4550	2150	0
951	1885	0
8652	2816	0
14466	12	1
7877	2651	0
1518	1613	0
7685	674	0
1731	723	1
335	12	0
2101	3019	1
3241	734	0
10725	386	1
2539	2745	1
10837	1002	1
13983	3081	0
3559	1850	1
986	1093	1
667	1206	0
10431	315	0
14216	2195	1
3561	2223	1
1860	2401	0
335	2662	1
11917	600	1
2855	2361	1
11728	1541	0
10749	2961	1
2129	1233	1
1117	2356	1
15054	1712	1
19335	2145	0
2126	2106	0
10431	625	1
6981	1291	1
2916	1900	0
17227	3075	1
12267	1226	1
4689	1575	1
10434	920	0
6261	1435	0
16975	250	0
12062	1553	1
9835	560	1
1850	1179	1
10297	74	1
3282	712	1
9427	2924	1
4822	178	0
667	2518	1
15492	634	0
10453	941	1
19847	508	1
12351	1828	1
12578	727	0
3694	641	0
9368	1529	0
1424	1109	0
7365	1204	0
1808	508	1
1811	1658	1
2700	2921	0
12945	2694	1
1183	2180	1
7240	116	1
121	87	0
4483	355	1
13767	1559	0
2114	2006	1
5177	2760	0
9536	301	1
10724	2311	1
12511	1915	1
14970	1834	1
5370	568	0
102	3101	0
8105	1946	0
249	2921	1
3554	1635	1
5824	2537	1
2351	1146	0
11319	2537	1
12239	342	0
4632	1493	1
16459	1620	0
12094	609	0
1364	1521	1
5059	12	0
9773	1635	1
5011	1075	1
951	709	0
243	805	1
18320	895	0
11494	1710	0
4443	2978	1
8391	2637	1
3559	2035	1
14759	1518	0
5063	490	1
2916	2745	0
12228	823	1
15366	2407	0
3043	898	1
3550	1086	0
2693	2338	0
12289	429	0
16596	2952	1
2114	566	1
9740	1832	0
257	270	1
3252	308	0
1898	922	1
17902	55	1
1790	1331	0
16102	1850	0
5150	2317	1
3618	324	1
11558	2338	0
4854	1324	0
6871	44	0
13057	2180	0
14876	193	0
1487	1506	0
13226	2311	0
13320	330	0
8979	3041	1
18300	284	1
19521	2649	1
8893	1279	1
410	197	0
4443	1349	1
11459	2876	1
3214	890	1
2663	2105	0
4836	900	0
1906	957	0
13320	1331	0
17476	431	0
1209	1284	0
5013	994	1
7486	3006	0
11385	433	1
5013	1378	0
15354	1075	0
15028	712	0
16258	2055	1
10708	2027	0
8948	623	1
14923	251	1
1731	1504	0
1613	162	1
12289	2856	1
18926	1625	0
16312	2362	0
8009	948	1
19138	410	0
1334	2204	0
3043	329	0
11253	639	1
4047	3039	1
2272	2565	0
2114	2107	0
10177	855	0
15185	2351	1
1802	3101	0
6871	372	0
15256	2425	1
9474	1779	1
3590	1261	1
10760	327	1
1756	811	0
9209	317	0
4238	1501	1
17146	681	1
14479	2838	0
12587	466	1
627	2848	0
219	685	1
2636	751	1
1372	2311	0
8236	2999	1
19860	2598	0
10456	735	1
9972	1006	1
18758	1234	0
5593	2296	1
18298	1448	0
5961	2703	0
18188	1494	0
6984	2198	0
17839	1521	1
5855	258	1
5474	316	0
2670	3006	1
3412	240	1
1559	2954	0
11569	1802	0
3551	2438	1
7590	1264	0
17713	1065	1
7830	2315	0
3501	402	1
14008	450	1
6106	625	1
11310	625	1
16207	2731	1
2870	1889	1
19271	863	1
14046	1182	0
6377	2038	0
3846	2530	1
5011	2835	1
6309	459	1
11958	502	0
17088	957	1
3401	605	0
8384	572	0
19832	2012	0
7704	57	0
3047	2155	0
3379	1542	0
1685	390	1
1348	1556	1
3050	1485	0
2248	543	0
7007	1407	0
2806	1002	1
4134	1800	1
15255	22	0
19791	1955	0
12750	1020	1
15061	1056	1
19332	1511	1
11527	415	1
1223	715	0
5063	1501	1
1353	1702	1
3016	2851	0
3479	763	0
4538	2535	1
10314	3039	1
918	623	0
5685	3046	0
366	1100	1
17379	2614	0
1348	2744	0
18406	2582	1
14754	2997	1
543	1530	1
8284	545	1
2718	2537	1
16224	1245	0
11459	484	0
15277	97	0
11714	1953	0
13147	3003	0
8221	871	0
185	2798	0
16136	391	0
2114	540	0
15957	1312	0
554	2805	0
14567	1198	0
10050	1539	0
11630	1098	0
62	247	0
